Smiles,MolName,Enthalpy(Hartree)
CC(C)=NN,Frag_149,-228.509397
C=C(C)NN,Frag_150,-228.485443
C=NN,Frag_151,-149.911707
CC(C)(N)CO,Frag_152,-288.896764
CN(C)C(C)(C)C,Frag_153,-292.249439
[O-][n+]1ccccc1,Frag_154,-323.375093
C1=C\C=C/C=C\C=C/1,Frag_155,-309.484689
CC(C)C(=N)N,Frag_156,-267.836532
C1COC1,Frag_157,-193.030749
C=C(C)N(C)N,Frag_158,-267.771973
O=c1cccc[nH]1,Frag_159,-323.446759
COC(N)=O,Frag_160,-284.371680
CNC(=O)O,Frag_161,-284.366229
NC(=O)O,Frag_162,-245.092730
c1ccc2c(c1)CN2,Frag_163,-325.562714
CNC(=N)N,Frag_164,-244.588568
N=C1NCNCN1,Frag_165,-338.022443
C=C(C)C(C)=N,Frag_166,-250.569445
O=[N+]([O-])C1CC1,Frag_167,-322.327792
C/C=C/N,Frag_168,-173.181484
C=CN(C)C,Frag_169,-212.459040
C1Cn2nnnc2N1,Frag_170,-390.932608
N=C1CCCC1,Frag_171,-250.585190
C=NO,Frag_172,-169.764775
N=c1cccc[nH]1,Frag_173,-303.546587
CN(C)O,Frag_174,-210.250891
CN[N+](=O)[O-],Frag_175,-300.287614
CC(=N)NN,Frag_176,-244.551359
C1CN1,Frag_177,-133.860485
C=C(C)C1CN1,Frag_178,-250.529443
OCC1CN1,Frag_179,-248.361413
CC(C)=N,Frag_180,-173.195135
c1cn2c(n1)OCC2,Frag_181,-378.746539
NN=C(N)N,Frag_182,-260.614004
CN(N)C(=N)N,Frag_183,-299.898928
N=C(N)N,Frag_184,-205.306819
c1cn[nH]n1,Frag_185,-242.181838
NN(N)N,Frag_186,-222.435595
NNN,Frag_187,-167.124814
CC(=O)N=N,Frag_188,-263.228914
CN=[N+]=[N-],Frag_189,-204.047832
C=C1C=CC=CC1=O,Frag_190,-345.453168
C=CNC,Frag_191,-173.171016
CN(N)[N+](=O)[O-],Frag_192,-355.589326
O=C1NCCN1,Frag_193,-302.594611
C1=CC2CC1C1CC21,Frag_194,-310.666890
N#CC1(N)CC1,Frag_195,-265.407488
CC1([N+](=O)[O-])CC1,Frag_196,-361.626334
NC1CC1,Frag_197,-173.158150
CC1CC1,Frag_198,-157.120964
C1CC12CC2,Frag_199,-195.177431
C/N=N/N,Frag_200,-205.242768
CN(C)N=N,Frag_201,-244.529271
N=NN,Frag_202,-165.952261
CNC(C)=N,Frag_203,-228.534088
CN(N)C#N,Frag_204,-243.336627
CCOC,Frag_205,-194.249264
CC(N)CO,Frag_206,-249.594117
C/C(N)=C\N,Frag_207,-228.518682
NCCN,Frag_208,-190.422157
c1ncon1,Frag_209,-262.046442
c1cnon1,Frag_210,-262.008329
CC(=N)C(=N)N,Frag_211,-282.680849
N=C(N)O,Frag_212,-225.173877
N=CO,Frag_213,-169.825751
C=C(N)NN,Frag_214,-244.534154
O=c1cc[nH][nH]1,Frag_215,-301.353688
C1CNCNC1,Frag_216,-267.816624
C1CCNCNC1,Frag_217,-307.103916
C=C1NCCCCN1,Frag_218,-345.203663
NCC(=O)O,Frag_219,-284.360984
O=c1cc[nH]c(=O)[nH]1,Frag_220,-414.750982
CCC#N,Frag_221,-172.004567
CC(N)C(C)O,Frag_222,-288.891737
C=C(C)C(C)O,Frag_223,-271.635910
CC(O)C(C)(C)N,Frag_224,-328.186362
CC(C)(C)N,Frag_225,-213.686050
[O-][n+]1ccno1,Frag_226,-337.164424
N=C1NCCCCN1,Frag_227,-361.268678
NCCO,Frag_228,-210.298699
O=[N+]1C=CC(=[N+]([O-])[O-])C=C1,Frag_229,-527.873972
C1CNCN1,Frag_230,-228.515279
N=c1[nH]cn[nH]1,Frag_231,-297.529622
N=NC(=N)N,Frag_232,-259.394852
C/C=N/O,Frag_233,-209.071557
C=C(C)CO,Frag_234,-232.338356
C/C=[N+](/C)[O-],Frag_235,-248.350124
C1COCOC1,Frag_236,-307.557130
CC(C)(N)N=O,Frag_237,-303.686797
CC(C)(O)O,Frag_238,-269.488283
C#CCN,Frag_239,-171.928879
C=CN(C)N,Frag_240,-228.476853
C/C=N/N,Frag_241,-189.210914
CC(C)(C)ON,Frag_242,-288.847284
CCC(C)(C)O,Frag_243,-272.854065
C1=NOCC1,Frag_244,-247.164978
CC(C)(O)[N+](=O)[O-],Frag_245,-398.776829
CC(N)(O)C#N,Frag_246,-302.551362
CC(=N)C#N,Frag_247,-226.133709
O=c1[nH]cn[nH]1,Frag_248,-317.437293
CNC=O,Frag_249,-209.137430
c1c[nH]nn1,Frag_250,-242.175457
C1CCOC1,Frag_251,-232.352851
CC(C)CN,Frag_252,-213.679573
c1nn[nH]n1,Frag_253,-258.216729
NCN(N)N,Frag_254,-261.745814
c1cnoc1,Frag_255,-245.986717
CC(=N)C(=O)O,Frag_256,-322.460025
C/C=N\O,Frag_257,-209.071195
C=C(O)C=N,Frag_258,-247.189047
N=C(N)CO,Frag_259,-264.456225
CC(=O)C=N,Frag_260,-247.210751
CC=[N+]=[N-],Frag_261,-188.003290
C1=CC1,Frag_262,-116.571143
C=C(C)C1=CC1,Frag_263,-233.252281
CC1([N+](=O)[O-])C=C1,Frag_264,-360.376229
N#CC1(N)C=C1,Frag_265,-264.154845
CC1C=C1,Frag_266,-155.866489
NC1C=C1,Frag_267,-171.909505
CN(N)N,Frag_268,-206.411644
O=C1CNC(=O)CN1,Frag_269,-415.922433
CC1(C)CC1,Frag_270,-196.417088
NC(=O)C1(N)CC1,Frag_271,-341.849645
CC(O)CN,Frag_272,-249.595256
CN(C)C=N,Frag_273,-228.522746
C/N=C/N,Frag_274,-189.240250
C=NC(=C)C,Frag_275,-211.262403
NNC(N)=O,Frag_276,-280.505185
CC(=O)CN,Frag_277,-248.411836
C1NCC2CC12,Frag_278,-250.549323
CC(C)C(C)N,Frag_279,-252.973419
CC(=O)NO,Frag_280,-284.307877
CN=C=O,Frag_281,-207.941681
C/C(N)=N/O,Frag_282,-264.427107
C=C(C)C(=N)N,Frag_283,-266.626888
[O-][n+]1ccn[nH]1,Frag_284,-317.327196
C1CNCCN1,Frag_285,-267.802046
C=C(N)C(=N)N,Frag_286,-282.677130
CC(N)C(C)N,Frag_287,-269.016616
C=CC(=N)N,Frag_288,-227.329798
CC(C)(N)C#N,Frag_289,-266.633587
CC(C)C(C)(C)N,Frag_290,-292.267146
CC(C)C(C)C,Frag_291,-236.931511
CC(N)C(C)(C)C,Frag_292,-292.266254
C=C(C)C(C)(C)N,Frag_293,-291.055572
C=CC(C)(C)N,Frag_294,-251.759858
CC(C)(C)C(C)(C)C,Frag_295,-315.513528
